Cage,Strain,AnimalName,Parameter,Width,Length,Sex
R08843,Athymic Nude,52598,Right,8.546929273,10.68366159,F
R08843,Athymic Nude,52598,Left,9.874715186,12.34339398,F
R08843,Athymic Nude,52599,Right,7.809609465,9.762011832,F
R08843,Athymic Nude,52599,Left,11.36045774,14.20057217,F
R08844,Athymic Nude,52695,Right,7.877816956,9.847271196,F
R08844,Athymic Nude,52695,Left,8.114801291,10.14350161,F
R08844,Athymic Nude,52696,Left,0,0,F
R08844,Athymic Nude,52696,Right,5.989991653,7.487489566,F
R08844,Athymic Nude,52697,Left,5.553377351,6.941721688,F
R08844,Athymic Nude,52697,Right,6.153048025,7.691310031,F
R08844,Athymic Nude,52698,Right,7.441102069,9.301377586,F
R08844,Athymic Nude,52698,Left,7.611832894,9.514791117,F
R08844,Athymic Nude,52699,Left,8.249242389,10.31155299,F
R08844,Athymic Nude,52699,Right,8.249242389,10.31155299,F
R08845,Athymic Nude,52700,Right,6.86658576,8.5832322,F
R08845,Athymic Nude,52700,Left,7.197916365,8.997395456,F
R08845,Athymic Nude,52701,Left,6.476881966,8.096102457,F
R08845,Athymic Nude,52701,Right,7.197916365,8.997395456,F
R08845,Athymic Nude,52702,Right,6.760917098,8.451146372,F
R08845,Athymic Nude,52702,Left,8.21035931,10.26294914,F
R08845,Athymic Nude,52703,Right,5.920304046,7.400380058,F
R08845,Athymic Nude,52703,Left,7.236711961,9.045889951,F
R08845,Athymic Nude,52704,Right,6.272160712,7.84020089,F
R08845,Athymic Nude,52704,Left,8.115417426,10.14427178,F
R09173,NOG,43002,Left,22.0113607,27.51420088,F
R09173,NOG,43002,Right,39.69622148,49.62027685,F
R09173,NOG,43003,Right,5.703507693,7.129384616,F
R09173,NOG,43003,Left,37.31380442,46.64225552,F
R09173,NOG,43004,Left,22.81490741,28.51863426,F
R09173,NOG,43004,Right,36.11301704,45.1412713,F
